node	category	Primary Publisher	Primary Developer
Apollo 11 VR	game	Immersive VR Education Ltd.	Immersive VR Education Ltd.
Aporia: Beyond The Valley	game	Green Man Gaming Publishing	Investigate North
Apotheon	game	Alientrap	Alientrap
Aqua Kitty UDX: Xbox One Ultra Edition	game	Tikipod Limited	Tikipod Limited
Aqua Kitty: Milk Mine Defender: DX	game	Tikipod Limited	Tikipod Limited
Aqua Moto Racing Utopia	game	Zordix AB	Zordix AB
Aqua Panic!	game	Eko Software	Eko Software
Aqua: Naval Warfare	game	Microsoft Studios	Games Distillery
Aragami	game	Maximum Games	Lince Works
Arc (Application)	game	Perfect World Entertainment	Perfect World Entertainment
Arc the Lad: Twilight of the Spirits	game	Sony Interactive Entertainment Worldwide Studios	Cattle Call
Arcade Land	game	Koth Studio	Koth Studio
Arcade Moonlander	game	Back Of Nowhere Studios	Back Of Nowhere Studios
Arcana Heart 3: Love Max!!!!!	game	Arc System Works	Arc System Works
Arcania: Fall of Setarrif	game	Nordic Games Publishing	Black Forest Games
Arcania: The Complete Tale	game	Nordic Games Publishing	Black Forest Games
Archaica: The Path of Light	game	Two Mammoths	Two Mammoths
Archangel (Skydance Interactive)	game	Skydance Interactive LLC	Skydance Interactive LLC
Are You Safe? (Application)	game	Kishore Babu Gaddam	Kishore Babu Gaddam
Aritana and the Harpy's Feather	game	Duaik	Duaik
Arizona Sunshine	game	Vertigo Games	Vertigo Games
Ark by HSAPM (Application)	game	Holy Spirit Advantage Prophetic Ministries	Holy Spirit Advantage Prophetic Ministries
Arkanoid Live!	game	Taito	Taito
ArmaGallant: Decks of Destiny	game	Maximum Games	Maximum Games
Armed F [Arcade Archives]	game	Hamster Corporation	Nichibutsu
Armed with Wings: Rearmed	game	Sun-Studios	Sun-Studios
Armello	game	League of Geeks	League of Geeks
Armikrog	game	Versus Evil	Pencil Test Studios, Inc.
Army of Two	game	Electronic Arts, Inc. (HQ)	Electronic Arts Montréal
Arslan: The Warriors of Legend	game	Koei Tecmo Games	Koei Tecmo Games
Art of Balance	game	Shin'en Multimedia	Shin'en Multimedia
Art of Conquest	game	Lilith Games	Lilith Games
Art of Fighting	game	SNK Playmore	SNK Playmore
Art of Fighting 2	game	SNK Playmore	SNK Playmore
Art of Fighting 2 [Arcade Archives]	game	Hamster Corporation	SNK Playmore
Art of Fighting 3: The Path of the Warrior	game	SNK Playmore	SNK Playmore
Art of Fighting [Arcade Archives]	game	Hamster Corporation	SNK Playmore
Art of War: Red Tides	game	Game Science	Game Science
Ascendant	game	Hapa Games	Hapa Games
Asdivine Hearts	game	KEMCO_GAMES (Kotobuki Solution Co., Ltd.)	ExeCreate inc.
Asemblance	game	Nilo Studios	Nilo Studios
Ashworld	game	OrangePixel	OrangePixel
Assassin's Creed	game	Ubisoft Entertainment SA (WW HQ)	Ubisoft Montreal
Assassin's Creed II	game	Ubisoft Entertainment SA (WW HQ)	Ubisoft Montreal
Assassin's Creed II (2015)	game	Ubisoft Entertainment SA (WW HQ)	Ubisoft Montreal
Assassin's Creed III	game	Ubisoft Entertainment SA (WW HQ)	Ubisoft Montreal
Assassin's Creed IV: Black Flag	game	Ubisoft Entertainment SA (WW HQ)	Ubisoft Montreal
Assassin's Creed: Brotherhood	game	Ubisoft Entertainment SA (WW HQ)	Ubisoft Montreal
Assassin's Creed: Chronicles: China	game	Ubisoft Entertainment SA (WW HQ)	Climax Group, The
Assassin's Creed: Chronicles: India	game	Ubisoft Entertainment SA (WW HQ)	Climax Group, The
Assassin's Creed: Chronicles: Russia	game	Ubisoft Entertainment SA (WW HQ)	Climax Group, The
Assassin's Creed: Origins	game	Ubisoft Entertainment SA (WW HQ)	Ubisoft Montreal
Assassin's Creed: Revelations	game	Ubisoft Entertainment SA (WW HQ)	Ubisoft Montreal
Assassin's Creed: Rogue	game	Ubisoft Entertainment SA (WW HQ)	Ubisoft Montreal
Assassin's Creed: Syndicate	game	Ubisoft Entertainment SA (WW HQ)	Ubisoft Quebec City
Assassin's Creed: Unity	game	Ubisoft Entertainment SA (WW HQ)	Ubisoft Montreal
Assault Android Cactus	game	Witch Beam	Witch Beam
Assault Heroes 2	game	Activision	Wanako Games
Assault Suit Leynos	game	Rising Star Games	Rising Star Games
Assault on the Necrospire	game	Bad Duck Games	Bad Duck Games
Assetto Corsa	game	505 Games	Kunos Simulazioni
Astebreed	game	Active Gaming Media Incorporated	Edelweiss
Asteroids	game	Atari Inc. (NOT Atari Games)	Stainless Games
Asteroids Deluxe	game	Atari Inc. (NOT Atari Games)	Stainless Games
Astral Traveler	game	Dragon Slumber	Dragon Slumber
Astro Bears Party	game	QubicGames	QubicGames
Astro Duel: Deluxe	game	Panic Button	Wild Rooster
AstroPop	game	PopCap Games, Inc.	Oberon Games, Inc
Astroneer	game	System Era Softworks	System Era Softworks
Atelier Firis: The Alchemist and the Mysterious Journey	game	Koei Tecmo Games	Koei Tecmo Games
Atelier Sophie: The Alchemist of the Mysterious Book	game	Koei Tecmo Games	Koei Tecmo Games
Atic Atac	game	Microsoft Studios	Rare
Atlas Reactor	game	Trion Worlds	Trion Worlds
Atom Universe	game	Atom Republic	Atom Republic
Atomega	game	Ubisoft Entertainment SA (WW HQ)	Ubisoft Entertainment SA (WW HQ)
Attack on Titan	game	Koei Tecmo Games	Omega Force
Attacking Zegeta	game	DenySoft	DenySoft
Attacking Zegeta 2	game	DenySoft	DenySoft
Attentat 1942	game	Charles University	Charles University
Attractio	game	Bandai Namco Entertainment Inc. (WW)	GameCoder Studios
Audio CD Player (Application)	game	Microsoft	Microsoft
Audioshield	game	Dylan Fittlerer	Dylan Fittlerer
Aven Colony	game	Team 17 Digital Limited	Mothership Entertainment
Avengers	game	Capcom (WW HQ)	Capcom (WW HQ)
Awesomenauts Assemble!	game	Ronimo Games	Ronimo Games
Axiom Verge	game	Tom Happ	Tom Happ
Axis Football 2017	game	Axis Games	Axis Games
Aya's Journey	game	Boogygames	Boogygames
Azkend 2: The World Beneath	game	10tons Ltd	10tons Ltd
Aztez	game	Team Colorblind	Team Colorblind
Azure Striker Gunvolt	game	Inti Creates Co.	Inti Creates Co.
Azure Striker Gunvolt: 2	game	Inti Creates Co.	Inti Creates Co.
BADLAND: Game of the Year Edition	game	Frogmind Ltd	Frogmind Ltd
BATTLECREW: Space Pirates	game	Dontnod Entertainment	Dontnod Entertainment
BFC: Break The Food Chain	game	Caffeine Overdose	TEHO Games
BOKOSUKA WARS II	game	Pygmy Studio	Pygmy Studio
Back to Bed	game	LOOT Interactive, LLC	Bedtime Digital Games
Back to the Future: The Game: 30th Anniversary Edition	game	Telltale Games	Telltale Games
BackSlash	game	Skeleton Crew Studio	Skeleton Crew Studio
Backgammon Blitz	game	The Fyzz Facility	VooFoo Studios
Baconit (Application)	game	Quinn Damerell	Quinn Damerell
Baila Latino	game	O2 Games	O2 Games
Baja: Edge of Control HD	game	THQ Nordic	2XL Games, Inc.
Ball 2D	game	Unusualsoft	Unusualsoft
Balloon Chair Death Match	game	Climax Studios	Climax Studios
Balthazar's Dream	game	Psilocybe Games	Psilocybe Games
Band of Bugs	game	Microsoft Studios	NinjaBee
Bandit Six: Combined Arms	game	Climax Studios	Climax Studios
Banjo-Kazooie	game	Microsoft	Rare
Banjo-Kazooie: Nuts & Bolts	game	Microsoft Studios	Rare
Banjo-Tooie	game	Microsoft Studios	Rare
Banner Saga	game	Versus Evil	Stoic Studio
Banner Saga 2	game	Versus Evil	Stoic Studio
Bannerman	game	Armitage Games	Armitage Games
Baobabs Mausoleum Ep. 1: Ovnifagos Don´t Eat Flamingos	game	Zerouno Games	Celery Emblem™
Bard's Gold	game	Erdem Sen	Erdem Sen
Baseball Riot	game	10tons Ltd	10tons Ltd
Basement	game	Halfbus	Halfbus
Basement Crawl	game	Bloober Team	Bloober Team
Bass Fishing [Sega]	game	Sega Corporation (WW)	Cavia
Bastion	game	Warner Bros. Interactive Entertainment Inc.	Supergiant Games
Batman Cartoons For Free (Application)	game	Enigma	Enigma
Batman: Arkham Asylum	game	WB Games	Rocksteady Studios
Batman: Arkham City	game	WB Games	Rocksteady Studios
Batman: Arkham Knight	game	Warner Bros. Interactive Entertainment Inc.	Rocksteady Studios
Batman: Arkham VR	game	Warner Bros. Interactive Entertainment Inc.	Rocksteady Studios
Batman: The Enemy Within: The Telltale Series	game	Telltale Games	Telltale Games
Batman: The Telltale Series	game	Telltale Games	Telltale Games
Battalion Commander	game	SPL	SPL
Battle Ages	game	505 Games	DR Studios
Battle Chasers: Nightwar	game	THQ Nordic	Airship Syndicate
Battle Coliseum [NeoGeo]	game	SNK Playmore	SNK Playmore
Battle Crashers [Cartoon Network]	game	GameMill	Magic Pockets
Battle Dome	game	Bad Bird Studios	Bad Bird Studios
Battle Garegga: Rev.2016	game	M2	Eighting
Battle Girls	game	Dharker Studio	Dharker Studio
Battle High 2 A+	game	Mattrified Games	Mattrified Games
Battle Islands	game	505 Games	DR Studios
Battle Islands: Commanders	game	505 Games	DR Studios
Battle Trivia Knockout	game	Happy Dance Games	Happy Dance Games
Battle Worlds: Kronos	game	THQ Nordic	King Art Games
Battle of the Bulge	game	Slitherine Software UK Ltd.	Shenandoah Studio
BattleBlock Theater	game	Behemoth, The	Behemoth, The
BattleCore Arena	game	Cosmic Ray Studio	Cosmic Ray Studio
Battleblock Theater	game	Behemoth, The	Behemoth, The
Battleborn	game	2K Games	Gearbox Software
Battlefield 1	game	Electronic Arts, Inc. (HQ)	EA DICE
Battlefield 4	game	Electronic Arts, Inc. (HQ)	EA DICE
Battlefield: Bad Company 2	game	Electronic Arts, Inc. (HQ)	EA DICE
Battlefield: Hardline	game	Electronic Arts, Inc. (HQ)	Visceral Games
Battlerite	game	Stunlock Studios AB	Stunlock Studios AB
Battleship	game	Ubisoft Entertainment SA (WW HQ)	Ubisoft Entertainment SA (WW HQ)
Battlestations: Midway	game	Eidos	Eidos Studios Hungary
Battletoads	game	Microsoft	Rare
Battletoads: Arcade	game	Microsoft Studios	Rare
Battlevoid: Sector Siege	game	Bugbyte	Bugbyte
Battlezone (2017)	game	Rebellion	Rebellion
Battlezone VR	game	Rebellion	Rebellion
Bayonetta	game	Sega Corporation (WW)	PlatinumGames Inc.
Beach Buggy Racing	game	Vector Unit	Vector Unit
Beans	game	Whitethorn Digital	Whitethorn Digital
Bears Can't Drift!?	game	Strangely Named Studio	Strangely Named Studio
Beastmancer	game	Autarca	Autarca
Beat Cop	game	11 Bit Studios	Pixel Crow
Beat The Game	game	Worm Animation	Worm Animation
Beat'n Groovy	game	Konami Corporation (WW)	Voltex Inc.
Beatbuddy: Tale of the Guardians	game	THREAKS GmbH	THREAKS GmbH
Beatsplosion! For Kinect	game	Virtual Air Guitar Company	Virtual Air Guitar Company
Bebop and Tempo	game	Brandon Dominguez	Brandon Dominguez
Bedlam [Christopher Brookmyre's]	game	Vision Games Publishing	Redbedlam
Behold the Kickmen	game	Size Five Games	Size Five Games
Beholder	game	Alawar Entertainment, Inc.	Warm Lamp Games
Bejeweled 2	game	PopCap Games, Inc.	Oberon Games, Inc
Bejeweled 3	game	PopCap Games, Inc.	PopCap Games, Inc.
Bellator MMA Onslaught	game	345 Games	Kung Fu Factory
Ben and Ed: Blood Party	game	Sluggerfly	Sluggerfly
Ben-Hur	game	AOL Inc.	Krome Studios
Bendy and the Ink Machine	game	TheMeatly Games	TheMeatly Games
Berserk and the Band of the Hawk	game	Koei Tecmo Games	Omega Force
Best Player (Application)	game	Marios G.	Marios G.
Beyond Eden	game	Studio Pieplus	Studio Pieplus
Beyond Eyes	game	Team 17 Digital Limited	Tiger and Squid
Beyond Good & Evil HD	game	Ubisoft Entertainment SA (WW HQ)	Ubisoft Shanghai
Beyond: Two Souls	game	Sony Interactive Entertainment Worldwide Studios	Quantic Dream
Big Buck Hunter Arcade	game	GameMill	Play Mechanix
Big Buck Hunter: Arcade	game	GameMill	Play Mechanix
Big City Stories	game	Hellfire Games	Hellfire Games
Big Hit VR Baseball	game	Big Hit Games	Big Hit Games
Bigfoot	game	CyberLightGameStudios	CyberLightGameStudios
Bike Mayhem 2	game	Goldmark Studios	Goldmark Studios
Binaries	game	Ground Shatter	Ant Workshop Ltd
Bio Inc.: Redemption	game	DryGin Studios	DryGin Studios
Bionic Commando: Rearmed 2	game	Capcom (WW HQ)	Fatshark
Bioshock	game	2K Games	Ghost Story
Bioshock 2	game	2K Games	2K Marin
Bioshock: Infinite	game	2K Games	Ghost Story
Birthdays The Beginning	game	NIS America	Arc System Works
Birthdays the Beginning	game	NIS America	Arc System Works
Bit. Trip Flux	game	Choice Provisions	Choice Provisions
Bit.Trip Beat	game	Choice Provisions	Choice Provisions
Bit.Trip Core	game	Choice Provisions	Choice Provisions
Bit.Trip Fate	game	Choice Provisions	Choice Provisions
Bit.Trip Flux	game	Choice Provisions	Choice Provisions
Bit.Trip Runner	game	Choice Provisions	Choice Provisions
Bit.Trip Void	game	Choice Provisions	Choice Provisions
Bitcoin Collector: Spinners Attack	game	Blender Games	Blender Games
Black & White Bushido	game	Green Man Gaming Publishing	Good Catch Games
Black Day	game	Helios Production	Helios Production
Black Desert Online	game	Kakao Games	Pearl Abyss
Black Squad	game	Neowiz	NS Studio
Black The Fall	game	Square Enix Co., Ltd. (WW)	Sand Sailor Studio
Black Tiger	game	Capcom (WW HQ)	Capcom (WW HQ)
Blackberry Honey	game	Sekai Project	ebi-hime
Blackguards 2	game	Kalypso Media GmbH	Daedalic Entertainment GmbH
Blackhole	game	FiolaSoft	FiolaSoft
Blacklight: Retribution	game	Perfect World Entertainment	Zombie Studios
Blacksea Odyssey	game	Spiral Summit Games	Blacksea Odyssey
Blackwake	game	Mastfire Studios	Mastfire Studios
Blackwood Crossing	game	Vision Games Publishing	PaperSeven LTD
Blade & Bones	game	Coffee Addict Studio	Coffee Addict Studio
Blade Ballet	game	DreamSail Games	DreamSail Games
Bladenet	game	Flyleap Studios Pty Ltd	Flyleap Studios Pty Ltd
Blades and Rings	game	37 Games	37 Games
Bladestorm: Nightmare	game	Koei Tecmo Games	Omega Force
Blast 'Em Bunnies	game	Nnooo	Nnooo
Blast Brawl 2	game	Mind's Eye Games	Mind's Eye Games
Blast Corps	game	Microsoft	Rare
Blast Lander	game	10kbit Games	10kbit Games
Blaster Cop	game	Dagestan Technology	Blaster Games Studio
Blaster Master: Zero	game	Inti Creates Co.	Inti Creates Co.
Blasting Agent: Ultimate Edition	game	Ratalaika Games S.L.	Axol Studio LLC
BlazBlue: Central Fiction	game	H2 Interactive Co. Ltd.	Arc System Works
BlazBlue: Chrono Phantasma: Extend	game	H2 Interactive Co. Ltd.	Arc System Works
Blaze Rush	game	Targem Games	Targem Games
Blazing Star [Arcade Archives]	game	Hamster Corporation	SNK Playmore
Bleed	game	Digerati Distribution & Marketing	Ian Campbell
Block Survival: Legend of the Lost Islands	game	Inter Pixel Arts	Inter Pixel Arts
Blocks: Google VR (Application)	game	Google Inc.	Google Inc.
Blood & Bacon	game	Grunge Games LTD	Big Corporation
Blood Bowl II	game	Focus Home Interactive	Cyanide Studio
Blood Knights	game	Dtp Entertainment AG	Deck 13 Interactive
BloodRayne: Betrayal	game	Majesco Entertainment	WayForward Technologies, Inc.
Bloodborne	game	Sony Interactive Entertainment Worldwide Studios	From Software
Bloodforge	game	Microsoft Studios	Climax Group, The
Bloody Glimpse	game	ANPA.US	Racing Bros
Bloody Zombies	game	nDreams, Ltd	Paw Print Games
Bloons TD 5	game	Ninja Kiwi	Ninja Kiwi
Bloons TD Battles	game	Ninja Kiwi	Ninja Kiwi
Blowhards	game	Babloon Studios	Babloon Studios
Blu-Ray Player (Application)	game	Microsoft	Microsoft
Blue Angels Aerobatic Flight Simulator	game	Rortos Srl	Rortos Srl
Blue Cherub (Application)	game	Stoic Dreams	Stoic Dreams
Blue Dragon	game	Microsoft	Mistwalker
Blue Estate: The Game [Viktor Kalvachev's]	game	Hesaw	Hesaw
Blue Reflection	game	Koei Tecmo Holdings Co., Ltd.	Koei Tecmo Games
Blue Rider	game	Ravegan	Ravegan
Blue's Journey [Arcade Archives]	game	Hamster Corporation	SNK Playmore
Blue-Collar Astronaut	game	Mutated Software	Mutated Software
BlueSky Browser (Application)	game	Willpower Systems	Willpower Systems
Blues and Bullets	game	A Crowd of Monsters	A Crowd of Monsters
Blues and Bullets: Episode 1	game	A Crowd of Monsters	A Crowd of Monsters
Boggle	game	Ubisoft Entertainment SA (WW HQ)	Ubisoft Entertainment SA (WW HQ)
Bold New World	game	Limed	Limed
Bomb Jack [Arcade Archives]	game	Koei Co., Ltd.	Hamster Corporation
Bomber Crew	game	Curve Digital	Runner Duck
Bomberman Live: Battlefest	game	Hudson Soft Company Ltd. (WW)	Pi Studios
Bombing Busters	game	Sanuk Games	Sanuk Games
Bombshell	game	3D Realms	Interceptor Entertainment
Boom Ball 2 for Kinect	game	Virtual Air Guitar Company	Virtual Air Guitar Company
Boom Ball for Kinect	game	Virtual Air Guitar Company	Virtual Air Guitar Company
Boom Boom Rocket	game	Electronic Arts, Inc. (HQ)	Bizarre Creations
Boom-Bahh	game	oblomysh	oblomysh
BooruBrowser (Application)	game	Saerlaith	Saerlaith
Boost Beast (Arc System Works)	game	Arc System Works	Arzest
Borderlands	game	2K Games	Gearbox Software
Borderlands 2	game	2K Games	Gearbox Software
Borderlands: The Pre-Sequel!	game	2K Games	Gearbox Software
Bosko Cartoons for Kids (Application)	game	Beblia	Beblia
Boss Defiance	game	Tiny Pixel	Tiny Pixel
Bottom of the 9th	game	Handelabra Games	Handelabra Games
Bounce Rescue	game	Bitecore Ltd	Bitecore Ltd
Bound	game	Sony Interactive Entertainment Inc.	Santa Monica Studio
Bound by Flame	game	Focus Home Interactive	Spiders
Bounty Train	game	Daedalic Entertainment GmbH	Corbie Games Limited
BoxVR	game	FITAR	FITAR
Boxing Videos (Application)	game	Beblia	Beblia
Braid	game	Microsoft Studios	Number None, Inc.
Brain Challenge	game	Gameloft	Gameloft
BrainBread 2	game	Reperio Studios	Reperio Studios
BrambleLash	game	Bytesprite	Bytesprite
Brave Dungeon (Inside System)	game	Inside System	Inside System
Bravo Now (Application)	game	NBCUniversal, Inc.	NBCUniversal, Inc.
Brawl	game	Bloober Team	Bloober Team
Brawlhalla	game	Blue Mammoth Games	Blue Mammoth Games
Brazil Now (Application)	game	Microsoft Studios	Microsoft Studios
Breach & Clear: Deadline	game	Mighty Rabbit Studios	Mighty Rabbit Studios
Breach of Contract	game	Aidan Gignac	Aidan Gignac
Break (Application)	game	Defy Media, LLC	Defy Media, LLC
Brick Breaker (2016)	game	Bigben Interactive S.A. (Games)	Sanuk Games
Bridge Constructor	game	Headup Games	ClockStone Studio
Bridge Constructor Stunts	game	Headup Games	ClockStone Studio
Briks	game	Smobile	Smobile
Broforce	game	Devolver Digital	Free Lives
Broken Age	game	Double Fine	Double Fine
Broken Bots	game	Bunnycopter	Bunnycopter
Broken Sword 5: The Serpent's Curse	game	Revolution Software Ltd.	Revolution Software Ltd.
Brothers: A Tale of Two Sons	game	505 Games	Starbreeze Studios
Brut@l	game	Stormcloud Games	Stormcloud Games
Bubble Bobble [Arcade Archives]	game	Hamster Corporation	Taito
Bubsy: The Woolies Strike Back	game	Accolade Inc.	UFO Interactive
Buff Knight Advanced	game	Buff Studio Co., Ltd.	Buff Studio Co., Ltd.
BugsBox	game	Park ESM	Park ESM
Bulb Boy	game	Bulbware	Bulbware
Bullet Party	game	Awoker Games	Awoker Games
Bullet Soul	game	5pb. Inc.	Tachyon Inc.
Bullet Soul: Infinite Burst	game	5pb. Inc.	Tachyon Inc.
Bullets And More VR: Bam VR	game	Koenigz	Koenigz
Bulletstorm: Full Clip Edition	game	Gearbox Software	People Can Fly
Bully	game	Rockstar Games	Rockstar Vancouver
Bully: Scholarship Edition	game	Rockstar Games	Rockstar Vancouver
Burly Men at Sea	game	Brain&Brain	Brain&Brain
Burn It Down	game	K Bros Games	Tapinator
Burning Fight [Arcade Archives]	game	Hamster Corporation	SNK Playmore
Burnout: Paradise	game	Electronic Arts, Inc. (HQ)	Criterion Software Ltd
BusinessMan	game	SugGames	SugGames
Buta San [Arcade Archives]	game	Hamster Corporation	Hamster Corporation
Butcher	game	Transhuman Design	Transhuman Design
